Indicator_id,IndicatorName,category
WBIN-1175,"Mortality rate, infant, female (per 1,000 live births)",Health
WBIN-1176,"Contraceptive prevalence, any method (% of married women ages 15-49)",Health
WBIN-1177,"Contraceptive prevalence, any modern method (% of married women ages 15-49)",Health
WBIN-1178,"Death rate, crude (per 1,000 people)",Health
WBIN-1179,"Birth rate, crude (per 1,000 people)",Health
WBIN-1180,"Mortality rate, adult, male (per 1,000 male adults)",Health
WBIN-1181,"Mortality rate, adult, female (per 1,000 female adults)",Health
WBIN-1182,"Adolescent fertility rate (births per 1,000 women ages 15-19)",Health
WBIN-1183,Vitamin A supplementation coverage rate (% of children ages 6-59 months),Health
WBIN-1184,Prevalence of severe food insecurity in the population (%),Health
WBIN-1185,Consumption of iodized salt (% of households),Health
WBIN-1186,Prevalence of moderate or severe food insecurity in the population (%),Health
WBIN-1187,Prevalence of undernourishment (% of population),Health
WBIN-1188,International migrant stock (% of population),Health
WBIN-1189,"International migrant stock, total",Health
WBIN-1190,Refugee population by country or territory of origin,Health
WBIN-1191,Refugee population by country or territory of asylum,Health
WBIN-1192,Net migration,Health
WBIN-1193,"Domestic private health expenditure per capita, PPP (current international $)",Health
WBIN-1194,Domestic private health expenditure per capita (current US$),Health
WBIN-1195,Domestic private health expenditure (% of current health expenditure),Health
WBIN-1196,"Out-of-pocket expenditure per capita, PPP (current international $)",Health
WBIN-1197,Out-of-pocket expenditure per capita (current US$),Health
WBIN-1198,Out-of-pocket expenditure (% of current health expenditure),Health
WBIN-1199,"Domestic general government health expenditure per capita, PPP (current international $)",Health
WBIN-1200,Domestic general government health expenditure per capita (current US$),Health
WBIN-1201,Domestic general government health expenditure (% of general government expenditure),Health
WBIN-1202,Domestic general government health expenditure (% of GDP),Health
WBIN-1203,Domestic general government health expenditure (% of current health expenditure),Health
WBIN-1204,"External health expenditure per capita, PPP (current international $)",Health
WBIN-1205,External health expenditure per capita (current US$),Health
WBIN-1206,External health expenditure (% of current health expenditure),Health
WBIN-1207,"Current health expenditure per capita, PPP (current international $)",Health
WBIN-1208,Current health expenditure per capita (current US$),Health
WBIN-1209,Current health expenditure (% of GDP),Health
WBIN-1210,Newborns protected against tetanus (%),Health
WBIN-1211,Proportion of population pushed or further pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),Health
WBIN-1212,Proportion of population pushed or further pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Health
WBIN-1213,Proportion of population pushed or further pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Health
WBIN-1214,UHC service coverage index,Health
WBIN-1215,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),Health
WBIN-1216,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),Health
WBIN-1217,Proportion of population pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),Health
WBIN-1218,Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Health
WBIN-1219,Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Health
WBIN-1220,Proportion of population pushed further below the 60% median consumption poverty line by out-of-pocket health care expenditure (%),Health
WBIN-1221,Proportion of population pushed further below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Health
WBIN-1222,Proportion of population pushed further below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Health
WBIN-1223,"Incidence of tuberculosis (per 100,000 people)",Health
WBIN-1224,"Tuberculosis case detection rate (%, all forms)",Health
WBIN-1225,Tuberculosis treatment success rate (% of new cases),Health
WBIN-1226,"Prevalence of severe wasting, weight for height (% of children under 5)",Health
WBIN-1227,"Prevalence of severe wasting, weight for height, male (% of children under 5)",Health
WBIN-1228,"Prevalence of severe wasting, weight for height, female (% of children under 5)",Health
WBIN-1229,"Prevalence of wasting, weight for height (% of children under 5)",Health
WBIN-1230,"Prevalence of wasting, weight for height, male (% of children under 5)",Health
WBIN-1231,"Prevalence of wasting, weight for height, female (% of children under 5)",Health
WBIN-1232,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Health
WBIN-1233,"Mortality caused by road traffic injury (per 100,000 population)",Health
WBIN-1234,"Suicide mortality rate (per 100,000 population)",Health
WBIN-1235,"Suicide mortality rate, male (per 100,000 male population)",Health
WBIN-1236,"Suicide mortality rate, female (per 100,000 female population)",Health
WBIN-1237,"Prevalence of stunting, height for age (% of children under 5)",Health
WBIN-1238,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",Health
WBIN-1239,"Prevalence of stunting, height for age, male (% of children under 5)",Health
WBIN-1240,"Prevalence of stunting, height for age, female (% of children under 5)",Health
WBIN-1241,People using safely managed sanitation services (% of population),Health
WBIN-1242,"People using safely managed sanitation services, urban (% of urban population)",Health
WBIN-1243,"People using safely managed sanitation services, rural (% of rural population)",Health
WBIN-1244,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",Health
WBIN-1245,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",Health
WBIN-1246,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",Health
WBIN-1247,"Prevalence of overweight, weight for height (% of children under 5)",Health
WBIN-1248,"Prevalence of overweight (modeled estimate, % of children under 5)",Health
WBIN-1249,"Prevalence of overweight, weight for height, male (% of children under 5)",Health
WBIN-1250,"Prevalence of overweight, weight for height, female (% of children under 5)",Health
WBIN-1251,Diarrhea treatment (% of children under 5 who received ORS packet),Health
WBIN-1252,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),Health
WBIN-1253,People practicing open defecation (% of population),Health
WBIN-1254,"People practicing open defecation, urban (% of urban population)",Health
WBIN-1255,"People practicing open defecation, rural (% of rural population)",Health
WBIN-1256,"Maternal mortality ratio (national estimate, per 100,000 live births)",Health
WBIN-1257,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",Health
WBIN-1258,"Prevalence of underweight, weight for age (% of children under 5)",Health
WBIN-1259,"Prevalence of underweight, weight for age, male (% of children under 5)",Health
WBIN-1260,"Prevalence of underweight, weight for age, female (% of children under 5)",Health
WBIN-1261,People with basic handwashing facilities including soap and water (% of population),Health
WBIN-1262,"People with basic handwashing facilities including soap and water, urban (% of urban population)",Health
WBIN-1263,"People with basic handwashing facilities including soap and water, rural (% of rural population)",Health
WBIN-1264,Female genital mutilation prevalence (%),Health
WBIN-1265,Diabetes prevalence (% of population ages 20 to 79),Health
WBIN-1266,Low-birthweight babies (% of births),Health
WBIN-1267,Births attended by skilled health staff (% of total),Health
WBIN-1268,Exclusive breastfeeding (% of children under 6 months),Health
WBIN-1269,People using at least basic sanitation services (% of population),Health
WBIN-1270,"People using at least basic sanitation services, urban (% of urban population)",Health
WBIN-1271,"People using at least basic sanitation services, rural (% of rural population)",Health
WBIN-1272,ARI treatment (% of children under 5 taken to a health provider),Health
WBIN-1273,Pregnant women receiving prenatal care (%),Health
WBIN-1274,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",Health
WBIN-1275,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",Health
WBIN-1276,"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",Health
WBIN-1277,"Number of surgical procedures (per 100,000 population)",Health
WBIN-1278,Risk of impoverishing expenditure for surgical care (% of people at risk),Health
WBIN-1279,Risk of catastrophic expenditure for surgical care (% of people at risk),Health
WBIN-1280,"Prevalence of current tobacco use, males (% of male adults)",Health
WBIN-1281,"Prevalence of current tobacco use, females (% of female adults)",Health
WBIN-1282,Prevalence of current tobacco use (% of adults),Health
WBIN-1283,Prevalence of anemia among pregnant women (%),Health
WBIN-1284,Lifetime risk of maternal death (%),Health
WBIN-1285,Lifetime risk of maternal death (1 in: rate varies by country),Health
WBIN-1286,Number of maternal deaths,Health
WBIN-1287,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),Health
WBIN-1288,Use of insecticide-treated bed nets (% of under-5 population),Health
WBIN-1289,"Incidence of malaria (per 1,000 population at risk)",Health
WBIN-1290,"Specialist surgical workforce (per 100,000 population)",Health
WBIN-1291,"Physicians (per 1,000 people)",Health
WBIN-1292,"Nurses and midwives (per 1,000 people)",Health
WBIN-1293,"Community health workers (per 1,000 people)",Health
WBIN-1294,"Hospital beds (per 1,000 people)",Health
WBIN-1295,"Immunization, measles (% of children ages 12-23 months)",Health
WBIN-1296,"Immunization, DPT (% of children ages 12-23 months)",Health
WBIN-1297,"Immunization, HepB3 (% of one-year-old children)",Health
WBIN-1298,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),Health
WBIN-1299,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",Health
WBIN-1300,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",Health
WBIN-1301,Young people (ages 15-24) newly infected with HIV,Health
WBIN-1302,"Incidence of HIV, all (per 1,000 uninfected population)",Health
WBIN-1303,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,Health
WBIN-1304,Children (ages 0-14) newly infected with HIV,Health
WBIN-1305,Adults (ages 15-49) newly infected with HIV,Health
WBIN-1306,Antiretroviral therapy coverage (% of people living with HIV),Health
WBIN-1307,"Prevalence of HIV, male (% ages 15-24)",Health
WBIN-1308,"Prevalence of HIV, female (% ages 15-24)",Health
WBIN-1309,Children (0-14) living with HIV,Health
WBIN-1310,People using safely managed drinking water services (% of population),Health
WBIN-1311,"People using safely managed drinking water services, urban (% of urban population)",Health
WBIN-1312,"People using safely managed drinking water services, rural (% of rural population)",Health
WBIN-1313,People using at least basic drinking water services (% of population),Health
WBIN-1314,"People using at least basic drinking water services, urban (% of urban population)",Health
WBIN-1315,"People using at least basic drinking water services, rural (% of rural population)",Health
WBIN-1316,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Health
WBIN-1317,"Mortality rate, neonatal (per 1,000 live births)",Health
WBIN-1318,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Health
WBIN-1319,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",Health
WBIN-1320,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",Health
WBIN-1321,"Mortality rate, under-5, male (per 1,000 live births)",Health
WBIN-1322,"Mortality rate, under-5, female (per 1,000 live births)",Health
WBIN-1323,"Mortality rate, under-5 (per 1,000 live births)",Health
WBIN-1324,"Prevalence of HIV, total (% of population ages 15-49)",Health
WBIN-1325,Women's share of population ages 15+ living with HIV (%),Health
WBIN-1326,Number of neonatal deaths,Health
WBIN-1327,"Cause of death, by non-communicable diseases (% of total)",Health
WBIN-1328,Number of under-five deaths,Health
WBIN-1329,"Cause of death, by injury (% of total)",Health
WBIN-1330,Number of infant deaths,Health
WBIN-1331,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Health
WBIN-1332,"Condom use, population ages 15-24, male (% of males ages 15-24)",Health
WBIN-1333,"Condom use, population ages 15-24, female (% of females ages 15-24)",Health
WBIN-1334,Prevalence of anemia among non-pregnant women (% of women ages 15-49),Health
WBIN-1335,Prevalence of anemia among children (% of children ages 6-59 months),Health
WBIN-1336,Prevalence of anemia among women of reproductive age (% of women ages 15-49),Health
WBIN-1337,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",Health
WBIN-1338,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Health
WBIN-1339,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",Health
WBIN-1340,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),Health
WBIN-1341,Women who believe a husband is justified in beating his wife (any of five reasons) (%),Health
WBIN-1342,Women who believe a husband is justified in beating his wife when she neglects the children (%),Health
WBIN-1343,Women who believe a husband is justified in beating his wife when she goes out without telling him (%),Health
WBIN-1344,Women who believe a husband is justified in beating his wife when she burns the food (%),Health
WBIN-1345,Women who believe a husband is justified in beating his wife when she argues with him (%),Health
WBIN-1346,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of ever-partnered women ages 15-49),Health
WBIN-1347,ICT goods exports (% of total goods exports),Infrastructure
WBIN-1348,ICT goods imports (% total goods imports),Infrastructure
WBIN-1349,Individuals using the Internet (% of population),Infrastructure
WBIN-1350,Secure Internet servers (per 1 million people),Infrastructure
WBIN-1351,Secure Internet servers,Infrastructure
WBIN-1352,Fixed broadband subscriptions (per 100 people),Infrastructure
WBIN-1353,Fixed broadband subscriptions,Infrastructure
WBIN-1354,Fixed telephone subscriptions (per 100 people),Infrastructure
WBIN-1355,Fixed telephone subscriptions,Infrastructure
WBIN-1356,Mobile cellular subscriptions (per 100 people),Infrastructure
WBIN-1357,Mobile cellular subscriptions,Infrastructure
WBIN-1358,Container port traffic (TEU: 20 foot equivalent units),Infrastructure
WBIN-1359,Liner shipping connectivity index (maximum value in 2004 = 100),Infrastructure
WBIN-1360,Rail lines (total route-km),Infrastructure
WBIN-1361,"Railways, passengers carried (million passenger-km)",Infrastructure
WBIN-1362,"Railways, goods transported (million ton-km)",Infrastructure
WBIN-1363,"Air transport, passengers carried",Infrastructure
WBIN-1364,"Air transport, freight (million ton-km)",Infrastructure
WBIN-1365,"Air transport, registered carrier departures worldwide",Infrastructure
WBIN-1366,"Trademark applications, resident, by count",Infrastructure
WBIN-1367,"Trademark applications, nonresident, by count",Infrastructure
WBIN-1368,"Industrial design applications, resident, by count",Infrastructure
WBIN-1369,"Industrial design applications, nonresident, by count",Infrastructure
WBIN-1370,Public private partnerships investment in water and sanitation (current US$),Infrastructure
WBIN-1371,Public private partnerships investment in transport (current US$),Infrastructure
WBIN-1372,Public private partnerships investment in ICT (current US$),Infrastructure
WBIN-1373,Public private partnerships investment in energy (current US$),Infrastructure
WBIN-1374,Investment in water and sanitation with private participation (current US$),Infrastructure
WBIN-1375,Investment in transport with private participation (current US$),Infrastructure
WBIN-1376,Investment in ICT with private participation (current US$),Infrastructure
WBIN-1377,Investment in energy with private participation (current US$),Infrastructure
WBIN-1378,Renewable internal freshwater resources per capita (cubic meters),Infrastructure
WBIN-1379,"Renewable internal freshwater resources, total (billion cubic meters)",Infrastructure
WBIN-1380,"Annual freshwater withdrawals, total (% of internal resources)",Infrastructure
WBIN-1381,"Annual freshwater withdrawals, total (billion cubic meters)",Infrastructure
WBIN-1382,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",Infrastructure
WBIN-1383,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",Infrastructure
WBIN-1384,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",Infrastructure
WBIN-1385,Electric power consumption (kWh per capita),Infrastructure
WBIN-1386,Electricity production from oil sources (% of total),Infrastructure
WBIN-1387,Electricity production from nuclear sources (% of total),Infrastructure
WBIN-1388,Electricity production from natural gas sources (% of total),Infrastructure
WBIN-1389,Electric power transmission and distribution losses (% of output),Infrastructure
WBIN-1390,Electricity production from hydroelectric sources (% of total),Infrastructure
WBIN-1391,Electricity production from coal sources (% of total),Infrastructure
WBIN-1392,"ICT service exports (% of service exports, BoP)",Infrastructure
WBIN-1393,"ICT service exports (BoP, current US$)",Infrastructure
WBIN-1394,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",Poverty
WBIN-1395,"Survey mean consumption or income per capita, total population (2017 PPP $ per day)",Poverty
WBIN-1396,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",Poverty
WBIN-1397,"Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)",Poverty
WBIN-1398,Poverty gap at $6.85 a day (2017 PPP) (%),Poverty
WBIN-1399,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),Poverty
WBIN-1400,Poverty headcount ratio at national poverty lines (% of population),Poverty
WBIN-1401,Multidimensional poverty index (scale 0-1),Poverty
WBIN-1402,"Multidimensional poverty headcount ratio, male (% of male population)",Poverty
WBIN-1403,Multidimensional poverty intensity (average share of deprivations experienced by the poor),Poverty
WBIN-1404,"Multidimensional poverty headcount ratio, household (% of total households)",Poverty
WBIN-1405,"Multidimensional poverty headcount ratio, female (% of female population)",Poverty
WBIN-1406,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",Poverty
WBIN-1407,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",Poverty
WBIN-1408,Multidimensional poverty headcount ratio (% of total population),Poverty
WBIN-1409,Poverty gap at $3.65 a day (2017 PPP) (%),Poverty
WBIN-1410,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),Poverty
WBIN-1411,Gini index,Poverty
WBIN-1412,Poverty gap at $2.15 a day (2017 PPP) (%),Poverty
WBIN-1413,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),Poverty
WBIN-1414,Income share held by lowest 20%,Poverty
WBIN-1415,Income share held by lowest 10%,Poverty
WBIN-1416,Proportion of people living below 50 percent of median income (%),Poverty
WBIN-1417,Income share held by highest 10%,Poverty
WBIN-1418,Income share held by highest 20%,Poverty
WBIN-1419,Income share held by fourth 20%,Poverty
WBIN-1420,Income share held by third 20%,Poverty
WBIN-1421,Income share held by second 20%,Poverty
WBIN-1422,Population living in slums (% of urban population),Poverty
WBIN-1423,Travel services (% of commercial service exports),PrivateSector
WBIN-1424,Transport services (% of commercial service exports),PrivateSector
WBIN-1425,High-technology exports (% of manufactured exports),PrivateSector
WBIN-1426,High-technology exports (current US$),PrivateSector
WBIN-1427,Commercial service exports (current US$),PrivateSector
WBIN-1428,"Computer, communications and other services (% of commercial service exports)",PrivateSector
WBIN-1429,Export value index (2015 = 100),PrivateSector
WBIN-1430,Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),PrivateSector
WBIN-1431,Merchandise exports by the reporting economy (current US$),PrivateSector
WBIN-1432,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",PrivateSector
WBIN-1433,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),PrivateSector
WBIN-1434,Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),PrivateSector
WBIN-1435,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),PrivateSector
WBIN-1436,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),PrivateSector
WBIN-1437,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),PrivateSector
WBIN-1438,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),PrivateSector
WBIN-1439,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),PrivateSector
WBIN-1440,Merchandise exports to high-income economies (% of total merchandise exports),PrivateSector
WBIN-1441,Merchandise exports (current US$),PrivateSector
WBIN-1442,Merchandise exports to economies in the Arab World (% of total merchandise exports),PrivateSector
WBIN-1443,Ores and metals exports (% of merchandise exports),PrivateSector
WBIN-1444,Manufactures exports (% of merchandise exports),PrivateSector
WBIN-1445,Insurance and financial services (% of commercial service exports),PrivateSector
WBIN-1446,ICT goods exports (% of total goods exports),PrivateSector
WBIN-1447,Fuel exports (% of merchandise exports),PrivateSector
WBIN-1448,Food exports (% of merchandise exports),PrivateSector
WBIN-1449,Agricultural raw materials exports (% of merchandise exports),PrivateSector
WBIN-1450,Export unit value index (2015 = 100),PrivateSector
WBIN-1451,Export volume index (2015 = 100),PrivateSector
WBIN-1452,Medium and high-tech exports (% manufactured exports),PrivateSector
WBIN-1453,Net barter terms of trade index (2015 = 100),PrivateSector
WBIN-1454,Travel services (% of commercial service imports),PrivateSector
WBIN-1455,Transport services (% of commercial service imports),PrivateSector
WBIN-1456,Commercial service imports (current US$),PrivateSector
WBIN-1457,"Computer, communications and other services (% of commercial service imports)",PrivateSector
WBIN-1458,Import value index (2015 = 100),PrivateSector
WBIN-1459,Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),PrivateSector
WBIN-1460,Merchandise imports by the reporting economy (current US$),PrivateSector
WBIN-1461,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",PrivateSector
WBIN-1462,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),PrivateSector
WBIN-1463,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),PrivateSector
WBIN-1464,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),PrivateSector
WBIN-1465,Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),PrivateSector
WBIN-1466,Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),PrivateSector
WBIN-1467,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),PrivateSector
WBIN-1468,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),PrivateSector
WBIN-1469,Merchandise imports from high-income economies (% of total merchandise imports),PrivateSector
WBIN-1470,Merchandise imports (current US$),PrivateSector
WBIN-1471,Merchandise imports from economies in the Arab World (% of total merchandise imports),PrivateSector
WBIN-1472,Ores and metals imports (% of merchandise imports),PrivateSector
WBIN-1473,Manufactures imports (% of merchandise imports),PrivateSector
WBIN-1474,Insurance and financial services (% of commercial service imports),PrivateSector
WBIN-1475,ICT goods imports (% total goods imports),PrivateSector
WBIN-1476,Fuel imports (% of merchandise imports),PrivateSector
WBIN-1477,Food imports (% of merchandise imports),PrivateSector
WBIN-1478,Agricultural raw materials imports (% of merchandise imports),PrivateSector
WBIN-1479,Import unit value index (2015 = 100),PrivateSector
WBIN-1480,"Tariff rate, most favored nation, weighted mean, primary products (%)",PrivateSector
WBIN-1481,"Tariff rate, applied, weighted mean, primary products (%)",PrivateSector
WBIN-1482,"Share of tariff lines with specific rates, primary products (%)",PrivateSector
WBIN-1483,"Tariff rate, most favored nation, simple mean, primary products (%)",PrivateSector
WBIN-1484,"Tariff rate, applied, simple mean, primary products (%)",PrivateSector
WBIN-1485,"Share of tariff lines with international peaks, primary products (%)",PrivateSector
WBIN-1486,"Bound rate, simple mean, primary products (%)",PrivateSector
WBIN-1487,"Binding coverage, primary products (%)",PrivateSector
WBIN-1488,"Tariff rate, most favored nation, weighted mean, all products (%)",PrivateSector
WBIN-1489,"Tariff rate, applied, weighted mean, all products (%)",PrivateSector
WBIN-1490,"Share of tariff lines with specific rates, all products (%)",PrivateSector
WBIN-1491,"Tariff rate, most favored nation, simple mean, all products (%)",PrivateSector
WBIN-1492,"Tariff rate, applied, simple mean, all products (%)",PrivateSector
WBIN-1493,"Share of tariff lines with international peaks, all products (%)",PrivateSector
WBIN-1494,"Bound rate, simple mean, all products (%)",PrivateSector
WBIN-1495,"Binding coverage, all products (%)",PrivateSector
WBIN-1496,"Tariff rate, most favored nation, weighted mean, manufactured products (%)",PrivateSector
WBIN-1497,"Tariff rate, applied, weighted mean, manufactured products (%)",PrivateSector
WBIN-1498,"Share of tariff lines with specific rates, manufactured products (%)",PrivateSector
WBIN-1499,"Tariff rate, most favored nation, simple mean, manufactured products (%)",PrivateSector
WBIN-1500,"Tariff rate, applied, simple mean, manufactured products (%)",PrivateSector
WBIN-1501,"Share of tariff lines with international peaks, manufactured products (%)",PrivateSector
WBIN-1502,"Bound rate, simple mean, manufactured products (%)",PrivateSector
WBIN-1503,"Binding coverage, manufactured products (%)",PrivateSector
WBIN-1504,Import volume index (2015 = 100),PrivateSector
WBIN-1505,Merchandise trade (% of GDP),PrivateSector
WBIN-1506,"International tourism, expenditures (% of total imports)",PrivateSector
WBIN-1507,"International tourism, expenditures (current US$)",PrivateSector
WBIN-1508,"International tourism, expenditures for travel items (current US$)",PrivateSector
WBIN-1509,"International tourism, receipts for travel items (current US$)",PrivateSector
WBIN-1510,"International tourism, expenditures for passenger transport items (current US$)",PrivateSector
WBIN-1511,"International tourism, receipts for passenger transport items (current US$)",PrivateSector
WBIN-1512,"International tourism, receipts (% of total exports)",PrivateSector
WBIN-1513,"International tourism, receipts (current US$)",PrivateSector
WBIN-1514,"International tourism, number of departures",PrivateSector
WBIN-1515,"International tourism, number of arrivals",PrivateSector
WBIN-1516,Logistics performance index: Ability to track and trace consignments (1=low to 5=high),PrivateSector
WBIN-1517,Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),PrivateSector
WBIN-1518,Logistics performance index: Overall (1=low to 5=high),PrivateSector
WBIN-1519,Logistics performance index: Competence and quality of logistics services (1=low to 5=high),PrivateSector
WBIN-1520,Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),PrivateSector
WBIN-1521,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),PrivateSector
WBIN-1522,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),PrivateSector
WBIN-1523,"Lead time to import, median case (days)",PrivateSector
WBIN-1524,"Lead time to export, median case (days)",PrivateSector
WBIN-1525,Investment in water and sanitation with private participation (current US$),PrivateSector
WBIN-1526,Investment in transport with private participation (current US$),PrivateSector
WBIN-1527,Investment in energy with private participation (current US$),PrivateSector
WBIN-1528,Procedures to build a warehouse (number),PrivateSector
WBIN-1529,Time required to build a warehouse (days),PrivateSector
WBIN-1530,Total tax and contribution rate (% of profit),PrivateSector
WBIN-1531,Profit tax (% of commercial profits),PrivateSector
WBIN-1532,Tax payments (number),PrivateSector
WBIN-1533,Other taxes payable by businesses (% of commercial profits),PrivateSector
WBIN-1534,Number of visits or required meetings with tax officials (average for affected firms),PrivateSector
WBIN-1535,Labor tax and contributions (% of commercial profits),PrivateSector
WBIN-1536,Firms expected to give gifts in meetings with tax officials (% of firms),PrivateSector
WBIN-1537,Time to prepare and pay taxes (hours),PrivateSector
WBIN-1538,"Start-up procedures to register a business, male (number)",PrivateSector
WBIN-1539,"Start-up procedures to register a business, female (number)",PrivateSector
WBIN-1540,Start-up procedures to register a business (number),PrivateSector
WBIN-1541,"Time required to start a business, male (days)",PrivateSector
WBIN-1542,"Time required to start a business, female (days)",PrivateSector
WBIN-1543,Time required to start a business (days),PrivateSector
WBIN-1544,Cost of business start-up procedures (% of GNI per capita),PrivateSector
WBIN-1545,"Cost of business start-up procedures, male (% of GNI per capita)",PrivateSector
WBIN-1546,"Cost of business start-up procedures, female (% of GNI per capita)",PrivateSector
WBIN-1547,Procedures to register property (number),PrivateSector
WBIN-1548,Time required to register property (days),PrivateSector
WBIN-1549,Time required to enforce a contract (days),PrivateSector
WBIN-1550,Strength of legal rights index (0=weak to 12=strong),PrivateSector
WBIN-1551,Time to resolve insolvency (years),PrivateSector
WBIN-1552,"Time to import, documentary compliance (hours)",PrivateSector
WBIN-1553,"Time to import, border compliance (hours)",PrivateSector
WBIN-1554,"Cost to import, documentary compliance (US$)",PrivateSector
WBIN-1555,"Cost to import, border compliance (US$)",PrivateSector
WBIN-1556,Time spent dealing with the requirements of government regulations (% of senior management time),PrivateSector
WBIN-1557,Firms offering formal training (% of firms),PrivateSector
WBIN-1558,Firms experiencing losses due to theft and vandalism (% of firms),PrivateSector
WBIN-1559,Firms that spend on R&D (% of firms),PrivateSector
WBIN-1560,Value lost due to electrical outages (% of sales for affected firms),PrivateSector
WBIN-1561,Firms visited or required meetings with tax officials (% of firms),PrivateSector
WBIN-1562,Firms that do not report all sales for tax purposes (% of firms),PrivateSector
WBIN-1563,Firms formally registered when operations started (% of firms),PrivateSector
WBIN-1564,Firms with female participation in ownership (% of firms),PrivateSector
WBIN-1565,Firms with female top manager (% of firms),PrivateSector
WBIN-1566,Time required to obtain an operating license (days),PrivateSector
WBIN-1567,Losses due to theft and vandalism (% of annual sales for affected firms),PrivateSector
WBIN-1568,Informal payments to public officials (% of firms),PrivateSector
WBIN-1569,Firms competing against unregistered firms (% of firms),PrivateSector
